DateOfDeparture;Departure;Arrival;WeeksToDeparture;log_PAX;std_wtd
2012-12-22;BOS;PHL;9.8;7.75621612;8.410877311
2012-05-27;ATL;MIA;11.92307692;9.332238542;8.332697412
2012-10-21;DEN;ATL;7.555555556;10.85431356;5.249338583
2011-10-02;LAX;ATL;11.15;11.38529137;8.355741801
2012-03-08;MSP;ATL;8.947368421;11.3044702;7.27609239
2013-01-11;DEN;LAX;17.9375;11.05357334;13.04072405
2011-12-19;LGA;DFW;8.823529412;11.04859343;7.143487367
2012-04-29;ATL;LGA;12.70833333;12.03585416;10.5602996
2012-07-28;SEA;SFO;13.48275862;10.89265509;9.264450834
2012-02-09;MIA;JFK;9.882352941;10.06744256;9.642888266
2011-10-03;EWR;ORD;9.157894737;12.54649706;5.899747244
2012-06-14;DEN;MSP;9.545454545;11.29575534;6.419666752
2012-08-01;SEA;LAX;12.38461538;11.47072504;8.676759409
2013-01-17;MSP;ATL;10.33333333;10.88178056;8.598449473
2012-08-18;DEN;SEA;15.2;10.28991588;9.664724339
2013-02-28;EWR;LAX;11.7;10.17404162;10.0895986
2012-02-10;LGA;MIA;8.352941176;11.23358372;5.733031228
2012-06-25;LAX;DFW;14.21428571;12.31872048;9.334750459
2012-02-20;DEN;PHX;10.23529412;11.62702485;10.83702803
2012-04-16;LAX;DFW;13.72;12.24406;10.28558862
2012-08-11;ORD;IAH;10.52631579;9.13435248;8.153856763
2011-10-31;MSP;ORD;9.736842105;10.99291838;7.585381447
2012-08-30;DFW;PHL;9.866666667;11.02349244;11.34439236
2012-07-29;PHL;MCO;13.81481481;10.25208546;9.059788744
2012-04-16;LGA;MIA;11.23809524;11.12193089;10.68131435
2012-10-19;ATL;EWR;9.894736842;11.26492859;7.430378612
2012-01-17;LAS;LAX;14.33333333;11.21998724;10.23944109
2011-12-26;ATL;MIA;17.46875;10.31963724;12.33663408
2012-04-27;SFO;JFK;11.73913043;12.52176526;8.421926962
2012-08-12;ATL;BOS;10.13636364;11.01843144;7.285311083
2013-03-01;ORD;LGA;8.588235294;12.90688457;6.255585739
2012-06-15;ORD;LAX;16.2;12.50357023;11.72206878
2013-02-04;LAX;DEN;12.64;10.91421574;10.2464628
2011-09-25;ATL;PHL;13.35714286;11.62702485;9.27846685
2012-12-25;LAX;DEN;10.22727273;10.05048812;7.969775155
2012-02-06;LAX;JFK;15.60714286;13.15153977;13.26186202
2013-01-12;JFK;LAX;20.07692308;12.39293355;12.9439777
2012-05-29;DFW;DEN;9.882352941;11.6560523;10.08639153
2012-01-02;DFW;SFO;12.26923077;10.42008329;8.986913563
2012-10-24;SFO;ORD;12.92307692;12.19077135;8.447120584
2012-12-20;LAX;ORD;14.4137931;11.95788562;10.37344564
2012-09-05;DEN;DFW;11.77777778;11.04859343;12.04186597
2012-06-29;DFW;PHL;10.7;10.79813534;8.040031422
2013-01-25;SFO;SEA;9.105263158;11.38944962;5.801290439
2012-04-20;BOS;LAX;8.666666667;10.82643597;5.656854249
2011-09-05;ORD;LAX;13.03448276;12.24930606;8.457806025
2011-09-06;BOS;ATL;10.7826087;11.55621807;7.856419042
2012-03-16;LAS;JFK;13.875;11.21998724;11.21068008
2011-10-26;CLT;ATL;10.55555556;10.87631943;7.927778579
2012-04-24;LGA;DTW;7.5;10.7284085;4.760952286
2012-10-20;ATL;MSP;10.8;9.476695944;8.513765943
2011-11-27;DFW;ORD;14.79310345;11.51007198;9.936869694
2012-05-01;MIA;LGA;10.26315789;11.52943847;8.122958583
2011-12-31;DTW;ATL;9.5;8.433026067;6.947280467
2012-10-16;SFO;ATL;9.631578947;10.4615289;8.334736724
2012-02-24;MIA;JFK;12.63636364;11.00316552;10.30277565
2012-02-15;SFO;DFW;6.625;11.22906257;4.773189011
2013-02-20;PHL;DFW;7;10.6186724;6.964194139
2012-10-07;DEN;ORD;15.46428571;10.8208101;11.97677426
2012-08-11;SEA;LAX;14.56666667;10.83763706;8.91601942
2012-05-24;ORD;SEA;15.73333333;11.05853999;10.88159894
2012-02-19;LAS;LAX;12.95833333;11.60495388;9.630021747
2012-12-11;ORD;EWR;9.1875;11.44267977;8.463401601
2012-09-20;EWR;MCO;11.86363636;10.42705517;8.811764077
2011-10-05;ORD;EWR;10.16666667;12.22558167;7.957608272
2012-01-21;SEA;ORD;7.5625;9.890535077;4.871259249
2012-03-07;EWR;MCO;12.57142857;11.12193089;11.22306299
2012-03-03;EWR;ATL;6.833333333;9.175645143;6.534291828
2012-07-12;LGA;CLT;13.47619048;11.56001253;10.7917517
2012-04-03;SEA;LAX;9.736842105;10.9088489;7.101190082
2012-01-18;EWR;ATL;9.764705882;10.99291838;8.728755723
2013-02-09;JFK;LAS;10.59090909;9.705346302;8.415739737
2012-12-22;LAX;IAH;17;10.48191135;10.96916499
2011-12-22;EWR;MCO;16.34375;10.63118906;10.78113458
2012-07-28;LAX;ATL;14;11.02349244;11.06211419
2012-05-08;SFO;SEA;9.166666667;11.39773842;6.326880097
2011-12-13;SEA;ORD;10.15;10.5220199;7.035810655
2012-08-31;EWR;ORD;12.52380952;10.71652964;10.30348993
2011-10-06;BOS;PHL;8.25;11.99427654;5.790797297
2011-10-20;EWR;BOS;10.05555556;11.83445797;7.611695507
2012-01-20;SEA;ORD;10.95;11.338928;8.268360749
2012-03-29;DEN;DFW;9.294117647;11.06349345;7.872140004
2012-07-31;MCO;PHL;11.65217391;9.909000334;7.66698172
2012-03-22;LAX;ATL;11.04761905;11.81141296;8.002975637
2012-07-19;DTW;ORD;8.352941176;11.86367489;5.798072702
2012-10-01;ATL;MCO;10.95454545;12.14701625;9.14683017
2012-04-05;DFW;PHL;9.235294118;10.64980794;7.862326403
2011-11-27;MSP;ATL;10.28571429;10.39193217;8.538986223
2012-07-23;DEN;MSP;10.04347826;11.35592107;6.711443828
2012-09-07;ATL;MCO;13.28571429;11.50226873;9.300964278
2011-09-23;CLT;ATL;8.941176471;10.43400108;6.656487327
2012-04-28;PHL;ORD;10.25;9.909000334;7.304468712
2012-01-27;ATL;DFW;10.26315789;12.2753173;7.429985085
2011-12-05;DFW;LGA;11.61904762;12.10220987;9.297721175
2012-10-13;BOS;EWR;13.65217391;9.175645143;10.99011413
2011-09-23;BOS;EWR;10.05;11.26936373;6.816967994
2012-03-13;JFK;MIA;11.95454545;10.27487567;8.736771076
2011-12-31;DEN;ATL;13;9.09212481;10.28718071
2012-11-11;PHL;ORD;11.23809524;11.40599054;8.215258742
2012-10-04;ORD;PHL;11.9;12.24406;10.57753329
2011-12-21;DTW;ORD;12.70833333;10.63118906;9.21000952
2012-02-14;MCO;PHL;9.526315789;9.936359882;6.39764211
2012-05-10;CLT;LGA;7.6875;11.79477613;5.121441854
2013-01-01;BOS;EWR;9.058823529;8.001602837;6.571439989
2012-12-29;BOS;LAX;17.43333333;9.632200623;12.95797806
2012-01-04;DFW;LAX;16.29032258;11.20170302;11.44026092
2011-11-03;PHX;DEN;9.117647059;11.42238603;8.107730516
2012-01-30;LAX;DEN;15.5862069;11.2782025;10.80514838
2012-06-21;MSP;ATL;10.17391304;11.28260622;6.919354764
2012-05-08;CLT;ATL;4.833333333;10.69856825;3.8336627
2012-12-05;DEN;ORD;7.733333333;10.76939863;5.993647431
2011-11-06;ORD;DEN;11;10.92490331;7.438637868
2011-10-21;SFO;ATL;10.77272727;11.3088124;6.893280498
2012-09-11;ORD;LAS;12.23809524;10.60607116;10.5257055
2013-03-04;LAX;DFW;11.38888889;10.21347175;10.46078891
2013-01-10;DFW;LGA;11.0952381;11.94867584;9.648340593
2012-12-25;SFO;ATL;9.555555556;9.189208663;7.204755147
2013-01-16;BOS;ORD;8.294117647;11.43863865;5.485944607
2012-02-19;CLT;LGA;7.9375;9.255584913;5.397144307
2012-02-29;LAX;ORD;15.60714286;12.34876101;11.45794011
2011-09-19;MIA;LGA;10.54545455;11.29138259;7.663937026
2012-08-14;DFW;LAS;12.375;9.945391259;9.328835614
2012-12-02;ORD;IAH;8.842105263;10.79813534;7.174516305
2012-09-07;ORD;LAX;13.92307692;11.83772699;10.40354969
2012-11-13;DEN;LAS;11.39130435;10.508746;7.432967904
2012-11-05;DEN;SEA;7.555555556;10.75777881;5.249338583
2013-02-22;SEA;LAX;11.13043478;11.35168729;8.518986004
2012-11-13;DEN;DFW;9.842105263;11.35592107;7.243872183
2012-09-12;JFK;SFO;17.80555556;12.89024114;11.03454173
2012-03-16;LGA;BOS;4.583333333;12.18806653;3.476108936
2012-11-16;SEA;SFO;13.92;11.48656357;10.4200128
2012-01-01;IAH;ORD;14.40740741;10.71056171;10.29659861
2013-02-28;JFK;MCO;11.05;10.00741517;9.478368725
2012-04-11;ORD;IAH;8.294117647;10.42008329;5.565122482
2012-05-19;DFW;LGA;10.57894737;9.998679906;8.751608039
2012-05-02;JFK;LAS;14.28;10.86534895;11.22319028
2012-08-22;SFO;LAS;14.25806452;10.71056171;9.352246582
2012-03-31;PHL;ATL;13.66666667;10.03337813;12.37874522
2012-05-18;ATL;EWR;10.9;11.49050228;10.10940156
2012-09-03;ORD;LAX;16.10714286;11.82132428;12.32984721
2011-09-20;MSP;ATL;8.315789474;10.86534895;6.037407755
2012-03-22;PHL;DFW;8.1875;10.76359777;6.209871174
2012-10-22;DFW;LGA;11.75;11.90823275;9.486139473
2012-08-03;DEN;SFO;12.79166667;10.83763706;10.04329396
2013-03-04;BOS;PHL;3.5;10.40606085;2.449489743
2011-10-02;EWR;SFO;15.28571429;12.15805164;9.285022359
2011-11-03;SEA;ORD;8.947368421;10.94609644;6.971957195
2011-12-04;LAX;JFK;16.41935484;13.19463483;11.28944697
2011-10-22;PHL;BOS;8.611111111;9.294305524;5.542763049
2012-03-12;SEA;DEN;6.785714286;10.46834783;4.693343427
2012-11-25;SEA;LAX;11.05;10.76359777;9.991970461
2012-07-08;BOS;LGA;9.466666667;10.11740026;11.1667022
2011-10-27;ORD;DFW;11.68181818;12.83940069;8.708979294
2012-12-05;ORD;DTW;6.8;11.61233993;5.771852884
2012-07-02;JFK;LAX;15.6875;12.64226948;11.23484643
2012-04-30;JFK;SFO;16.54545455;12.75545774;11.95588482
2012-10-24;SEA;LAX;13.32;10.9408207;11.44450378
2012-10-06;LAS;LAX;18.68571429;11.33037305;12.01658518
2012-11-15;SFO;JFK;13.22222222;12.91972754;9.625020813
2012-04-18;MCO;ATL;11.76190476;11.75764417;11.43636639
2012-12-03;LGA;ORD;10.73684211;13.42722556;8.627102676
2012-07-21;MCO;PHL;14.22222222;10.41308525;8.294267406
2011-09-10;LGA;ATL;9.954545455;10.72247853;7.141276881
2012-08-02;LAS;DEN;12.77272727;10.41308525;10.84493219
2012-02-27;PHL;ATL;5.75;11.84749981;4.092676386
2012-08-12;LAS;DFW;10.19047619;10.561284;6.577378259
2012-03-23;MSP;ATL;12.75;10.67434745;8.664018547
2012-09-23;JFK;MCO;14.74074074;10.3848275;10.93896561
2011-11-28;SFO;ATL;9.684210526;10.49537694;6.847973192
2012-10-24;EWR;ORD;10.3;11.92389175;7.342020373
2013-01-28;DTW;LGA;8.6;11.21543297;10.53429773
2012-06-30;LAX;BOS;17.41176471;10.37053642;11.43921391
2011-12-03;ATL;DEN;8.210526316;9.294305524;5.845976274
2011-12-15;SFO;EWR;11.95454545;11.80809744;9.454035534
2012-03-16;DFW;SFO;9.058823529;11.28699957;7.00420042
2012-01-26;EWR;MCO;12.375;10.87631943;8.825912935
2012-07-15;IAH;LAX;13.69230769;10.44781578;9.553090519
2012-02-10;BOS;ATL;8.736842105;11.25602654;6.789224348
2012-04-03;DFW;LAX;10.05263158;11.71278597;8.790611685
2013-02-26;DEN;SEA;10.15;10.44092122;7.050755839
2012-12-18;LAX;SFO;17.03030303;12.47129543;12.24358212
2013-01-28;ATL;LGA;11.55555556;13.01593673;12.79807992
2012-03-25;SFO;BOS;10.90909091;11.4667443;7.223698373
2012-10-03;SFO;BOS;11.45833333;11.58635975;8.546441755
2011-09-12;SFO;EWR;12.16;11.48656357;7.603069556
2012-01-01;EWR;BOS;10.44444444;8.588530746;6.473677219
2012-10-24;ORD;MSP;9.888888889;12.65706257;9.074131875
2012-10-20;ATL;DEN;8.9;9.499720628;6.414621456
2012-09-04;ATL;MSP;11.2173913;11.25155953;8.612657291
2012-03-30;JFK;MCO;18.94117647;11.01843144;13.06612826
2012-06-29;CLT;ATL;9.176470588;10.51539476;6.948338777
2012-03-19;BOS;ORD;7.857142857;12.17992844;7.036794975
2011-09-08;BOS;ORD;11.36;12.34627603;7.761443165
2013-02-02;LAS;DFW;11.28571429;9.357105253;8.695647516
2012-12-18;BOS;LAX;13.25;10.73431968;10.13066803
2012-12-31;LAX;SEA;13.71428571;10.11740026;10.07695259
2011-11-23;ORD;DFW;14.03703704;11.08806529;9.807695101
2013-01-18;DTW;ORD;6.714285714;11.02349244;4.496640993
2012-11-15;LAX;IAH;13.46153846;11.23809395;9.109251426
2011-12-31;ORD;LAS;11.5;9.229317214;8.134289561
2012-03-25;LGA;CLT;6.714285714;9.785572682;4.598136268
2012-08-23;EWR;MCO;16.06451613;10.57419046;12.11042384
2012-08-23;JFK;MCO;15.55882353;10.91956718;9.961109761
2012-04-10;SFO;JFK;15.42857143;12.40983312;12.55042738
2011-12-31;SFO;JFK;13.38461538;10.42705517;9.37689468
2011-11-03;LAS;DFW;14.76666667;11.19710382;9.242642305
2011-12-10;IAH;LAX;13.64;10.61238242;10.29919091
2012-04-22;PHL;ORD;8.411764706;11.16458785;5.799340733
2012-09-29;ORD;LAS;13.88888889;10.79242331;11.19180103
2012-04-06;LAX;DEN;12.45454545;11.150477;10.4459027
2012-11-02;LGA;DFW;9.15;10.40606085;6.776701573
2011-12-25;JFK;SFO;13.88461538;10.56774839;9.835962274
2013-03-01;MCO;PHL;13.44444444;11.50226873;8.7016061
2013-02-09;LAX;SFO;11.2173913;11.21543297;9.438588693
2012-07-01;SFO;JFK;16.5625;12.18806653;12.35219061
2012-11-11;JFK;MCO;11.36;10.89806866;7.825599019
2012-11-07;LAX;EWR;12.72727273;10.48191135;10.40229745
2013-02-13;LAX;ATL;11.52380952;11.27378835;10.14208582
2013-02-15;PHX;DEN;9.222222222;11.00316552;9.258100145
2011-11-28;SFO;BOS;12.5;11.61233993;8.900415232
2012-08-19;ATL;MCO;14.07142857;11.50617444;11.0986438
2012-06-03;ORD;LAS;10.71428571;11.3174666;7.708066276
2011-12-27;LAS;SFO;12.625;10.52862159;9.235152596
2012-02-20;LAX;ATL;12.70833333;11.79811539;10.28920568
2012-08-21;SFO;LAX;15.57575758;12.66964963;10.45236308
2012-09-07;BOS;EWR;12.65217391;10.97225362;9.707582302
2012-12-15;LGA;ORD;8.529411765;11.3044702;6.26615559
2012-12-01;SFO;EWR;12.77272727;9.735837048;10.84054039
2012-09-01;SEA;LAX;13.74074074;11.01335667;10.44248936
2013-02-11;JFK;LAX;14.23076923;13.20407777;12.88505395
2012-12-19;ORD;LAS;12.66666667;9.465076119;8.681147323
2012-05-11;SFO;ORD;12.88;12.35372105;8.77648373
2012-02-12;SFO;ATL;12.25;10.6186724;10.48746118
2012-12-28;MSP;DEN;10.71428571;10.20565213;7.919235172
2013-03-04;MCO;EWR;12.13636364;10.00741517;9.290524894
2012-07-13;ORD;PHX;9.954545455;10.10916635;7.279961229
2012-01-27;EWR;ATL;6.5;10.93022421;4.183300133
2012-09-01;LAX;LAS;14.35714286;11.52943847;9.580900312
2011-12-02;SFO;DFW;12;10.96183473;10.56198635
2012-04-01;ORD;DTW;8.066666667;9.13435248;6.496885701
2011-10-24;BOS;SFO;13;12.18535777;8.98146239
2012-10-16;PHX;ORD;11.45454545;10.63741603;8.353654876
2013-01-02;CLT;LGA;9.8;10.71652964;6.444908231
2012-02-20;BOS;ATL;8.125;10.71056171;5.886425061
2012-01-07;SEA;ORD;9.65;9.642827294;6.200806399
2012-12-26;DTW;ATL;13.85714286;9.936359882;10.28020134
2012-03-01;ATL;BOS;8.736842105;11.5713498;6.772838772
2013-01-18;MCO;ATL;12.20833333;12.13312954;10.27863621
2013-02-07;SEA;ORD;7.857142857;10.58700821;6.549893045
2012-12-30;LAX;SEA;14.59259259;10.21347175;13.07451796
2013-02-25;BOS;SFO;10.22222222;12.35866794;8.674204866
2012-08-20;LGA;ATL;12;12.6036824;9.537112862
2012-09-20;EWR;LAX;15.89655172;10.87631943;11.60463217
2013-01-05;LAS;ORD;12.95833333;9.735837048;10.38175308
2011-12-22;ORD;SFO;12.79166667;11.39773842;9.459199188
2012-10-12;ORD;PHX;11.42857143;10.7284085;8.680849201
2012-11-23;EWR;ATL;7.1875;8.643657196;6.155959172
2012-04-16;ORD;DTW;7.117647059;11.65964917;5.060661431
2012-08-21;ORD;SFO;14.85185185;12.01814856;10.37639223
2013-01-27;LAX;EWR;11.91666667;10.39900989;7.912107764
2012-12-08;ATL;BOS;9.352941176;9.843555873;7.793756928
2012-06-17;BOS;LGA;4;9.805101403;2.738612788
2013-01-10;JFK;LAX;20.58974359;13.28998;14.61743362
2011-09-20;JFK;SFO;12.67857143;12.76938295;8.415389656
2012-06-21;ATL;DFW;9.619047619;11.9640003;7.067362949
2012-04-18;ORD;IAH;14.625;11.02349244;12.24678307
2012-04-14;DEN;MSP;8.705882353;9.03429147;6.780161372
2012-07-01;LAX;EWR;10.47619048;10.42008329;7.173695335
2011-11-20;ORD;BOS;13.92592593;11.79811539;9.535060509
2011-11-22;ORD;EWR;12.66666667;11.4142063;9.15882405
2012-03-13;JFK;LAX;12.26923077;13.07742502;8.701989163
2012-11-23;LGA;BOS;3.333333333;5.390473252;3.265986324
2012-01-26;LGA;DFW;6;12.03291487;3.894440482
2011-10-30;BOS;LAX;10;10.561284;7.446102635
2012-11-15;LAS;JFK;13.6;11.08806529;11.2989675
2012-04-23;ORD;SFO;12.88;12.270144;8.647350269
2013-02-23;ORD;PHL;9.058823529;9.405865567;6.841697416
2013-02-03;DTW;LGA;5.785714286;9.909000334;4.440695916
2012-01-28;DFW;LAS;9.277777778;9.556068593;6.649241934
2012-12-26;DEN;MSP;10.13636364;9.853046864;7.529595288
2011-12-18;MSP;DEN;9.25;9.453383443;6.812334015
2012-10-20;DEN;ATL;11.59090909;9.775731099;10.21044792
2012-06-15;BOS;ATL;10.68181818;11.38112382;6.792056731
2012-06-02;DFW;SFO;13.36;10.3848275;10.07835965
2012-06-30;ATL;LGA;15.03333333;11.13625856;11.1833723
2011-10-27;MIA;LGA;10.85714286;10.78669374;7.505236267
2012-04-17;MSP;DEN;6.384615385;10.27487567;4.610467466
2012-07-28;EWR;ATL;9.789473684;10.14997708;7.044138204
2012-02-21;PHL;BOS;6.818181818;11.17859274;6.554665237
2012-02-13;SFO;SEA;12.05263158;11.20170302;12.09441416
2012-01-04;LGA;MIA;15.64285714;10.80382993;11.95427798
2013-01-23;PHL;BOS;8.785714286;11.39773842;7.914724072
2012-09-13;MSP;ATL;10.04761905;10.98261462;7.625458612
2012-05-27;DFW;LGA;9.277777778;9.476695944;6.823881555
2012-03-19;LAS;DEN;10.52380952;10.7284085;7.298075415
2012-07-27;IAH;ORD;9.368421053;11.07827537;6.422274833
2012-04-22;EWR;ATL;11.31578947;10.75777881;9.877317627
2011-11-17;LAS;DFW;9.523809524;11.28260622;6.874729432
2012-04-05;EWR;ORD;10;11.82461638;11.90438095
2012-04-22;ORD;SEA;10.18181818;11.03357341;7.436309656
2012-11-26;LAX;IAH;14.07692308;10.73431968;9.486508639
2012-02-03;DTW;LGA;8.0625;10.39900989;7.724150439
2012-11-11;ORD;DEN;10;10.6804322;9.924716621
2012-03-24;SFO;ATL;9.111111111;9.824427749;6.314212623
2012-07-07;SFO;JFK;16.03225806;11.28260622;10.7749211
2012-11-17;ATL;LGA;12.89285714;11.45073583;8.841565496
2011-11-08;ATL;MCO;13.82142857;11.87651471;10.5621742
2012-09-05;LAS;DFW;12.63157895;9.476695944;12.44637621
2011-09-20;DFW;LGA;8.470588235;11.72323404;5.917322526
2012-12-21;BOS;ORD;11.82608696;10.80950718;8.227736759
2012-03-29;EWR;SFO;12.05263158;10.92490331;10.643066
2012-09-14;MSP;DEN;9.6875;11.21998724;8.829637592
2012-01-27;LAX;ORD;12.84;12.28562106;8.816083787
2012-08-09;LGA;ATL;11.08;12.94875498;7.365007355
2012-09-14;EWR;ORD;11.57142857;11.83772699;8.919481087
2013-02-10;PHL;BOS;8.133333333;9.989903534;9.038541812
2012-07-26;PHL;ATL;10.95454545;12.20423694;10.01654476
2011-12-01;DTW;ATL;7.705882353;10.71652964;6.090614767
2011-12-17;MIA;ATL;16.38461538;9.834016335;12.09984107
2012-07-15;LAX;ORD;14.33333333;12.37097806;10.23628884
2012-09-18;ORD;MSP;10.36363636;12.50813565;7.84095144
2012-10-14;DFW;LAX;14.96296296;11.49835482;10.81125297
2012-11-02;JFK;MIA;16.66666667;10.14188607;13
2012-06-01;MSP;DEN;10.15;10.66211806;7.058216563
2012-01-02;ATL;LAX;13.33333333;11.37276069;8.498868703
2012-07-15;DTW;ATL;8.368421053;10.63118906;6.102918485
2013-01-15;LGA;DTW;7.466666667;11.02853973;5.180549704
2011-11-09;MSP;ORD;10.16666667;12.29586821;8.389419106
2013-01-04;PHL;MCO;14.23076923;10.42008329;10.96652248
2011-09-17;SFO;LAS;13.2962963;10.52862159;8.402448429
2011-10-12;ATL;MSP;9;10.7284085;7.017834424
2012-01-01;LAX;ORD;14.7;11.31314452;10.86325664
2012-01-20;ORD;DTW;9.411764706;11.25602654;8.039424914
2012-11-19;EWR;LAX;10.81818182;9.589077875;6.966835475
2013-02-25;BOS;PHL;6.5;11.47072504;7.229988055
2012-04-21;MSP;ORD;11.68421053;9.653393757;10.1437043
2012-09-23;SFO;JFK;20.46511628;12.71508872;13.25096373
2011-12-13;ORD;BOS;9;11.76105052;6.393355926
2012-07-24;SFO;JFK;15.71875;12.49440571;11.054803
2012-07-09;JFK;MIA;15.93548387;10.41308525;10.52278634
2012-01-25;DFW;LGA;8.533333333;11.84099029;7.763160868
2012-01-17;ATL;CLT;7.75;10.91421574;5.259911279
2012-09-23;DFW;BOS;9.055555556;10.78669374;6.475948463
2012-04-15;PHL;DFW;8.777777778;10.60607116;7.376876077
2012-08-12;ORD;DFW;15.9;11.93632496;11.06828336
2011-10-10;DTW;ORD;11.04545455;11.36435988;8.471112103
2011-12-20;BOS;SFO;12.34782609;10.63741603;9.325471939
2012-04-23;BOS;PHL;8;11.28260622;7.114449003
2011-11-11;SFO;DFW;11.13043478;11.43053004;8.308289113
2012-07-19;EWR;ATL;8.105263158;11.84424789;5.636140689
2011-12-29;LGA;DTW;11.42857143;9.567136731;8.435469332
2011-10-17;SEA;ORD;11.57142857;11.34319081;8.783913869
2012-12-15;LAX;EWR;15.64516129;10.10916635;10.30387755
2011-11-15;LAX;ORD;14.09677419;12.10504203;9.148241502
2012-05-03;ORD;EWR;7.666666667;12.41223489;5.434097143
2012-07-16;SFO;LAS;16.4516129;11.09780409;10.95091689
2012-11-04;DEN;SEA;12;10.66211806;10.40748718
2012-07-15;LGA;MIA;13.31034483;11.07827537;8.848339022
2012-02-27;LAX;SEA;10.91304348;11.43053004;8.289714566
2012-12-30;ATL;ORD;11.81818182;9.5999524;8.94765925
2012-08-18;SFO;LAX;15.78787879;11.73362391;10.85344869
2012-08-12;CLT;ATL;9.894736842;10.11740026;7.362779795
2012-06-11;SFO;EWR;15.08;11.36014525;12.6981626
2013-02-14;LGA;ATL;11.95652174;12.82983179;8.059315676
2012-11-06;ORD;ATL;8.263157895;11.77461404;5.923982381
2012-01-06;PHL;ATL;7.75;10.92490331;7.784600182
2011-11-15;PHL;DFW;9.3125;10.95135731;7.7090315
2012-08-21;MCO;ATL;12.80952381;11.70227904;10.72202895
2012-01-22;SFO;BOS;11.95652174;10.96183473;8.967001429
2012-04-05;SEA;ORD;9.611111111;10.93552998;7.381526137
2012-11-06;DTW;ATL;5.846153846;10.45468494;5.639830876
2012-12-05;SFO;LAX;14.03703704;12.73941484;10.50450995
2012-05-31;BOS;LGA;8.357142857;13.05034685;7.354821996
2012-10-15;LAX;DFW;14.07407407;11.87331303;10.74145788
2012-09-28;ORD;SEA;11.85714286;10.68649717;8.787978802
2012-12-16;PHL;MCO;18.48484848;10.09258868;13.42367594
2012-11-14;MCO;PHL;15.36666667;11.47866112;10.28384516
2012-04-17;ORD;PHX;10.52631579;10.68649717;8.846646703
2012-04-05;LGA;ORD;9.315789474;13.83584648;6.182885263
2012-08-04;LAX;BOS;12.96;10.05048812;8.767743914
2012-03-06;ATL;DEN;11.4375;10.44781578;11.92738446
2012-10-17;LAX;EWR;12.26086957;10.96705145;8.619309144
2013-01-26;LAX;SFO;16.93103448;11.27378835;12.29091138
2011-11-11;LAS;JFK;13.5862069;11.42646248;9.458621318
2012-09-15;SFO;BOS;13.91666667;10.37769565;10.05167806
2012-09-10;MCO;ATL;11.23809524;11.62336445;10.77452905
2012-08-27;ORD;BOS;13.18518519;12.4989936;9.495087949
2012-03-30;LAX;SEA;11.65217391;11.18787125;9.344948541
2012-11-30;JFK;LAS;13.88461538;10.65597315;10.65580376
2011-11-02;ORD;LAX;14.5483871;12.10786989;9.882100687
2011-09-05;MSP;ATL;9.666666667;10.01610971;7.136759302
2012-06-21;JFK;SFO;13.86206897;12.89580547;9.638924577
2012-07-30;ATL;BOS;11.52380952;11.64883768;8.388200329
2012-06-30;LAX;ATL;15.72413793;11.02853973;11.27543649
2012-12-26;LAX;IAH;13.95833333;9.74589085;11.27706085
2012-02-28;ORD;BOS;11.90909091;12.05339324;10.06128407
2012-08-27;LAS;LAX;16.63636364;11.56379928;10.67654609
2012-02-05;ATL;MIA;14.07692308;10.40606085;10.92491859
2013-02-10;ORD;LAS;13.23076923;11.61969684;9.261998455
2011-12-06;ORD;SFO;7.5;11.94251063;4.760952286
2012-12-31;MCO;ATL;12.44;9.148218535;9.29641508
2011-10-25;DFW;PHL;8.4;10.69856825;7.297749164
2012-11-16;LAX;BOS;14.24;11.4667443;10.74817814
2011-09-03;LAS;LAX;12.73076923;11.3088124;7.997788156
2012-09-08;SFO;EWR;14.53571429;10.37769565;9.848790649
2012-09-20;SFO;BOS;12.76923077;12.0879842;8.135392762
2012-05-22;LAS;JFK;13.75;11.96705014;8.62650953
2012-10-09;DFW;LAX;13.36;12.13312954;9.763366906
2011-10-25;LAS;LAX;15.63636364;11.72323404;10.49945886
2012-05-18;BOS;SFO;9.157894737;11.61602201;5.871429486
2012-04-20;ORD;IAH;8.823529412;10.91956718;6.912265314
2012-08-01;JFK;MCO;15.3;11.67396767;10.25922629
2012-07-06;ORD;DEN;12.04545455;10.46834783;9.707519288
2011-09-29;LAX;SFO;13.62962963;12.84511856;8.910443951
2012-10-16;DEN;ATL;9;10.33432217;7.449832213
2011-11-22;MSP;ATL;9.4;9.795362604;7.56306816
2011-12-30;ORD;DEN;13;10.28991588;11.21722278
2012-09-07;DFW;ATL;10.94117647;11.85398669;10.57396915
2011-09-25;JFK;LAX;14.53125;13.17878958;9.329054079
2012-11-12;LGA;ORD;10.57142857;13.90718405;7.166389806
2012-10-09;ATL;SFO;13.13636364;11.05357334;9.92493471
2012-02-04;ORD;IAH;10.52380952;9.589077875;7.117717665
2012-10-15;DEN;SFO;10.85;11.62702485;8.001809006
2012-01-26;DEN;DFW;8.941176471;11.15989608;6.446613338
2012-04-12;DFW;LGA;11.14285714;11.97009499;8.632993191
2012-02-15;LGA;DTW;8.941176471;11.25602654;6.087595874
2011-09-11;DEN;ORD;12;10.7809465;7.840807412
2012-06-19;BOS;EWR;10.47368421;11.74051847;8.520357459
2012-04-16;LAS;DEN;9.166666667;10.43400108;6.510173035
2013-02-19;BOS;PHL;6.692307692;11.35592107;5.039586878
2012-04-06;DEN;LAS;9;10.43400108;7.631205286
